"","GEOID","CSAFP","CBSAFP","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","ENTRE","IMMIG","ImmiEnter","TOTAL","IMMIGRate","EntreRate","ImmigOwnEntreRate"
"25",41180,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area","M1",1,"G3110",20366579725,565384553,38.7404035,-90.3459564,404,352,25,7289,4.82919467691041,5.54259843599945,0.342982576485115
"26",44100,522,44100,"Springfield, IL","Springfield, IL Metro Area","M1",1,"G3110",3063280701,25218803,39.828565,-89.6962052,34,33,2,469,7.0362473347548,7.24946695095949,0.426439232409382
"27",43780,515,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area","M1",1,"G3110",2455267304,56251230,41.7749808,-86.1230143,2,51,0,600,8.5,0.333333333333333,0
"28",40980,474,40980,"Saginaw, MI","Saginaw, MI Metro Area","M1",1,"G3110",2073181634,40159719,43.3282667,-84.05541,19,6,0,470,1.27659574468085,4.04255319148936,0
"29",44220,212,44220,"Springfield, OH","Springfield, OH Metro Area","M1",1,"G3110",1029469370,13070242,39.9170315,-83.783676,4,3,0,233,1.28755364806867,1.71673819742489,0
"30",42340,496,42340,"Savannah, GA","Savannah, GA Metro Area","M1",1,"G3110",3477941518,587429320,32.1091449,-81.2730939,121,109,15,1408,7.74147727272727,8.59375,1.06534090909091
"31",40220,NA,40220,"Roanoke, VA","Roanoke, VA Metro Area","M1",1,"G3110",4839992437,72598010,37.2862262,-79.9469346,31,28,7,512,5.46875,6.0546875,1.3671875
"32",39580,450,39580,"Raleigh, NC","Raleigh, NC Metro Area","M1",1,"G3110",5485858939,75685838,35.7567464,-78.4604412,171,497,54,2766,17.9681851048445,6.1822125813449,1.95227765726681
"33",40380,464,40380,"Rochester, NY","Rochester, NY Metro Area","M1",1,"G3110",8459597611,5126899048,43.148038,-77.5232575,106,204,5,2321,8.78931495045239,4.5669969840586,0.2154243860405
"34",40060,NA,40060,"Richmond, VA","Richmond, VA Metro Area","M1",1,"G3110",11852491242,327650578,37.4634618,-77.4751772,221,333,32,3649,9.12578788709235,6.0564538229652,0.876952589750617
"35",39740,428,39740,"Reading, PA","Reading, PA Metro Area","M1",1,"G3110",2218040257,24252061,40.4139565,-75.9268598,29,128,4,940,13.6170212765957,3.08510638297872,0.425531914893617
"36",42540,NA,42540,"Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA Metro Area","M1",1,"G3110",4523197900,77170603,41.3228806,-75.8981877,49,80,0,1287,6.21600621600622,3.80730380730381,0
"37",41540,NA,41540,"Salisbury, MD-DE","Salisbury, MD-DE Metro Area","M1",1,"G3110",5435122260,2080604052,38.3995211,-75.4782615,65,28,12,490,5.71428571428571,13.265306122449,2.44897959183673
"38",48140,554,48140,"Wausau, WI","Wausau, WI Metro Area","M1",1,"G3110",4001539245,81145909,44.8980363,-89.757823,60,37,1,753,4.9136786188579,7.96812749003984,0.132802124833997
"39",45300,NA,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area","M1",1,"G3110",6512932308,2115146547,28.1259071,-82.4652858,393,847,72,5805,14.5908699397071,6.77002583979328,1.24031007751938
"40",46700,488,46700,"Vallejo-Fairfield, CA","Vallejo-Fairfield, CA Metro Area","M1",1,"G3110",2128379537,218647641,38.2672255,-121.939594,49,278,15,974,28.5420944558522,5.03080082135524,1.54004106776181
"41",49420,NA,49420,"Yakima, WA","Yakima, WA Metro Area","M1",1,"G3110",11125450097,41102141,46.4565581,-120.7401446,36,167,3,698,23.9255014326648,5.15759312320917,0.429799426934097
"42",47300,546,47300,"Visalia-Porterville, CA","Visalia-Porterville, CA Metro Area","M1",1,"G3110",12494776875,37391591,36.2288241,-118.781061,37,228,1,862,26.4501160092807,4.292343387471,0.116009280742459
"43",46060,536,46060,"Tucson, AZ","Tucson, AZ Metro Area","M1",1,"G3110",23794325411,5273054,32.1285226,-111.7830267,156,362,39,1901,19.0426091530773,8.20620725933719,2.0515518148343
"44",48620,556,48620,"Wichita, KS","Wichita, KS Metro Area","M1",1,"G3110",12981364606,92855414,37.6298308,-97.3988319,102,238,9,2789,8.53352456077447,3.65722481176049,0.322696306920043
"45",47020,544,47020,"Victoria, TX","Victoria, TX Metro Area","M1",1,"G3110",4491432535,36383641,28.7314546,-97.1969934,54,6,0,805,0.745341614906832,6.70807453416149,0
"46",47380,NA,47380,"Waco, TX","Waco, TX Metro Area","M1",1,"G3110",4668694471,81529872,31.4272264,-97.0934727,18,70,4,541,12.9390018484288,3.3271719038817,0.739371534195933
"47",46140,538,46140,"Tulsa, OK","Tulsa, OK Metro Area","M1",1,"G3110",16237998497,493550071,36.2541502,-96.1749783,175,142,8,2735,5.19195612431444,6.39853747714808,0.292504570383912
"48",45820,NA,45820,"Topeka, KS","Topeka, KS Metro Area","M1",1,"G3110",8372470747,148307399,39.0413888,-95.8026393,44,9,0,1047,0.859598853868195,4.20248328557784,0
"49",47940,NA,47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area","M1",1,"G3110",3893008619,28167535,42.5367962,-92.471608,64,97,8,1147,8.45684394071491,5.57977332170881,0.697471665213601
"50",46220,NA,46220,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area","M1",1,"G3110",7373818335,131651808,33.1606112,-87.7151664,2,39,0,366,10.655737704918,0.546448087431694,0
"51",45220,533,45220,"Tallahassee, FL","Tallahassee, FL Metro Area","M1",1,"G3110",6184050070,556601745,30.3864276,-84.2804098,18,110,1,523,21.0325047801147,3.44168260038241,0.191204588910134
"52",45780,534,45780,"Toledo, OH","Toledo, OH Metro Area","M1",1,"G3110",3531467479,673611709,41.5439974,-83.6908887,58,42,0,1326,3.16742081447964,4.37405731523379,0
"53",47580,356,47580,"Warner Robins, GA","Warner Robins, GA Metro Area","M1",1,"G3110",2006923538,19556095,32.4015944,-83.6350953,25,14,4,358,3.91061452513966,6.98324022346369,1.11731843575419
"54",46660,NA,46660,"Valdosta, GA","Valdosta, GA Metro Area","M1",1,"G3110",4116441967,102347892,30.8274985,-83.2421316,61,12,4,391,3.0690537084399,15.6010230179028,1.0230179028133
"55",49660,566,49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area","M1",1,"G3110",4409156947,108718491,41.2363015,-80.5618679,39,23,8,976,2.35655737704918,3.99590163934426,0.819672131147541
"56",49180,268,49180,"Winston-Salem, NC","Winston-Salem, NC Metro Area","M1",1,"G3110",5201851143,80932198,36.0788515,-80.3450642,69,85,4,987,8.61195542046606,6.99088145896657,0.405268490374873
"57",47900,548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","M1",1,"G3110",16178106918,1124017724,38.8169283,-77.4482275,1745,7308,543,31157,23.4554032801618,5.60066758673813,1.74278653272138
"58",49620,276,49620,"York-Hanover, PA","York-Hanover, PA Metro Area","M1",1,"G3110",2341884216,16941833,39.9217514,-76.7288887,69,27,4,930,2.90322580645161,7.41935483870968,0.43010752688172
"59",47260,545,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","M1",1,"G3110",6972345097,3214108085,36.8560812,-76.3737908,176,245,15,3891,6.29658185556412,4.52325880236443,0.38550501156515
"60",46540,NA,46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area","M1",1,"G3110",6795981620,237487618,43.3322887,-75.173169,20,29,4,576,5.03472222222222,3.47222222222222,0.694444444444444
"61",47220,428,47220,"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ Metro Area","M1",1,"G3110",1252937239,502091171,39.3283874,-75.1216435,12,6,0,362,1.65745856353591,3.31491712707182,0
"62",45940,408,45940,"Trenton, NJ","Trenton, NJ Metro Area","M1",1,"G3110",581629671,11189320,40.2825027,-74.703724,29,180,10,634,28.391167192429,4.57413249211356,1.57728706624606
"63",36420,416,36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area","M1",1,"G3110",14275025160,181554378,35.4309676,-97.5069659,293,340,22,3928,8.65580448065173,7.45926680244399,0.560081466395112
"64",39540,376,39540,"Racine, WI","Racine, WI Metro Area","M1",1,"G3110",861267826,1190381792,42.7540747,-87.414676,54,55,0,777,7.07850707850708,6.94980694980695,0
"65",36500,500,36500,"Olympia-Tumwater, WA","Olympia-Tumwater, WA Metro Area","M1",1,"G3110",1869969897,133393179,46.9358216,-122.8301524,54,101,15,718,14.066852367688,7.52089136490251,2.0891364902507
"66",38900,440,38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area","M1",1,"G3110",17311313130,356212910,45.6006204,-122.4843457,741,1220,111,7890,15.4626108998733,9.39163498098859,1.40684410646388
"67",34900,488,34900,"Napa, CA","Napa, CA Metro Area","M1",1,"G3110",1938262912,104154062,38.5070999,-122.3259045,42,114,5,489,23.3128834355828,8.58895705521472,1.02249488752556
"68",37100,348,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area","M1",1,"G3110",4773381391,945947791,34.3587415,-119.1331432,180,523,44,1817,28.7837094111172,9.90643918547056,2.42157402311502
"69",36260,482,36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area","M1",1,"G3110",18725460886,3639530112,41.6218833,-113.0436525,144,239,20,2509,9.52570745316859,5.73933838182543,0.797130330809087
"70",39140,NA,39140,"Prescott, AZ","Prescott, AZ Metro Area","M1",1,"G3110",21039920080,11501575,34.6312117,-112.5773855,61,25,11,444,5.63063063063063,13.7387387387387,2.47747747747748
"71",39340,482,39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area","M1",1,"G3110",13973702153,400847890,39.872067,-112.3590592,112,190,12,1824,10.4166666666667,6.14035087719298,0.657894736842105
"72",38060,NA,38060,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area","M1",1,"G3110",37723752759,86675785,33.1857653,-112.0678624,502,1596,114,7766,20.5511202678342,6.46407416945661,1.46793716198815
"73",39380,444,39380,"Pueblo, CO","Pueblo, CO Metro Area","M1",1,"G3110",6179911297,30284241,38.1706581,-104.4898924,46,42,0,909,4.62046204620462,5.06050605060506,0
"74",36540,420,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area","M1",1,"G3110",11266396052,148188348,41.2904587,-95.9999701,405,640,32,6669,9.59664117558854,6.07287449392713,0.479832058779427
"75",35380,406,35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area","M1",1,"G3110",8293551780,12101115061,29.805532,-89.7013821,155,244,29,2412,10.1160862354892,6.42620232172471,1.20232172470978
"76",37900,426,37900,"Peoria, IL","Peoria, IL Metro Area","M1",1,"G3110",6399733016,121934958,40.7882548,-89.514745,17,43,0,844,5.09478672985782,2.01421800947867,0
"77",36780,118,36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area","M1",1,"G3110",1125314828,373176432,44.0857068,-88.6681488,9,0,0,465,0,1.93548387096774,0
"78",37860,NA,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area","M1",1,"G3110",4321779039,983764582,30.6554013,-87.1618275,80,42,6,950,4.42105263157895,8.42105263157895,0.631578947368421
"79",34980,400,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","M1",1,"G3110",16321410263,197967875,36.0885065,-86.7266015,276,289,34,3337,8.66047347917291,8.27090200779143,1.01887923284387
"80",35660,515,35660,"Niles-Benton Harbor, MI","Niles-Benton Harbor, MI Metro Area","M1",1,"G3110",1470458178,2625533765,41.7926389,-86.7418216,23,4,0,310,1.29032258064516,7.41935483870968,0
"81",34740,266,34740,"Muskegon, MI","Muskegon, MI Metro Area","M1",1,"G3110",1295054226,2486391831,43.2892579,-86.751892,32,8,0,665,1.20300751879699,4.81203007518797,0
"82",37460,NA,37460,"Panama City, FL","Panama City, FL Metro Area","M1",1,"G3110",3398182520,1205718482,30.1010953,-85.4749707,15,23,0,411,5.59610705596107,3.64963503649635,0
"83",36100,NA,36100,"Ocala, FL","Ocala, FL Metro Area","M1",1,"G3110",4112985503,193293405,29.2028047,-82.0431004,14,23,1,446,5.15695067264574,3.1390134529148,0.224215246636771
"84",39460,412,39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area","M1",1,"G3110",1764034033,458806771,26.8689328,-81.9410769,16,29,4,269,10.7806691449814,5.94795539033457,1.48698884758364
"85",34940,162,34940,"Naples-Immokalee-Marco Island, FL","Naples-Immokalee-Marco Island, FL Metro Area","M1",1,"G3110",5176959832,792901545,26.118786,-81.4009553,83,165,14,525,31.4285714285714,15.8095238095238,2.66666666666667
"86",36740,422,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area","M1",1,"G3110",9012049786,1377779539,28.434348,-81.3558763,269,724,65,4241,17.0714454138175,6.342843668946,1.5326573921245
"87",37340,NA,37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area","M1",1,"G3110",2629960540,1402786334,28.2983043,-80.7003309,72,100,12,1081,9.25069380203515,6.66049953746531,1.11008325624422
"88",38940,370,38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area","M1",1,"G3110",2888882297,843124181,27.2326989,-80.4267701,61,117,12,797,14.6800501882058,7.65370138017566,1.50564617314931
"89",38300,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area","M1",1,"G3110",13678958451,157924987,40.4343378,-79.8280615,307,206,30,5405,3.81128584643848,5.67992599444958,0.555041628122109
"90",34820,396,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","M1",1,"G3110",5136165448,833808418,33.9690951,-78.6127235,25,88,1,872,10.0917431192661,2.86697247706422,0.114678899082569
"91",37980,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","M1",1,"G3110",11920145588,693341961,39.8951304,-75.3120032,1074,2689,158,20361,13.2066204999754,5.27479003978194,0.775993320563823
"92",36140,428,36140,"Ocean City, NJ","Ocean City, NJ Metro Area","M1",1,"G3110",651209688,955666476,39.0861425,-74.8477158,2,10,0,202,4.95049504950495,0.99009900990099,0
"93",35620,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area","M1",1,"G3110",21478408908,6689374328,40.8987884,-73.9031302,2287,14624,911,39958,36.5984283497673,5.72350968516943,2.27989388858301
"94",39300,148,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area","M1",1,"G3110",4110362048,1681136832,41.7016138,-71.2892856,1045,2569,149,16247,15.8121499353727,6.43195666892349,0.917092386286699
"95",33460,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","M1",1,"G3110",19781159640,1248717247,45.0612031,-93.3515965,900,1852,61,14492,12.7794645321557,6.21032293679271,0.420921887938173
"96",33340,376,33340,"Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI Metro Area","M1",1,"G3110",3767864626,4835860493,43.0176524,-87.4815485,263,405,13,4788,8.45864661654135,5.49289891395154,0.271512113617377
"97",21660,NA,21660,"Eugene, OR","Eugene, OR Metro Area","M1",1,"G3110",11792794737,436681302,43.9283286,-122.8976901,86,91,2,1282,7.09828393135725,6.70826833073323,0.15600624024961
"98",32780,366,32780,"Medford, OR","Medford, OR Metro Area","M1",1,"G3110",7209372699,46860852,42.4116284,-122.6756846,64,70,10,626,11.1821086261981,10.223642172524,1.59744408945687
"99",33700,382,33700,"Modesto, CA","Modesto, CA Metro Area","M1",1,"G3110",3870867629,51101821,37.5623842,-121.0026557,89,318,31,1308,24.3119266055046,6.80428134556575,2.37003058103976
"100",32900,382,32900,"Merced, CA","Merced, CA Metro Area","M1",1,"G3110",5011540709,112771056,37.1948063,-120.7228019,38,233,9,682,34.1642228739003,5.57184750733138,1.31964809384164
"101",31460,260,31460,"Madera, CA","Madera, CA Metro Area","M1",1,"G3110",5535058332,41957139,37.2098213,-119.7498023,16,203,9,645,31.4728682170543,2.48062015503876,1.3953488372093
"102",23420,260,23420,"Fresno, CA","Fresno, CA Metro Area","M1",1,"G3110",15433278958,135402551,36.7610058,-119.6550193,104,459,29,2047,22.4230581338544,5.08060576453346,1.41670737664875
"103",31080,348,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area","M1",1,"G3110",12558589615,2202092049,34.1090244,-118.1825492,2356,12989,1106,29825,43.5507124895222,7.89941324392288,3.70829840737636
"104",20940,NA,20940,"El Centro, CA","El Centro, CA Metro Area","M1",1,"G3110",10817378445,790204917,33.0408143,-115.3554001,13,236,6,594,39.7306397306397,2.18855218855219,1.01010101010101
"105",22140,NA,22140,"Farmington, NM","Farmington, NM Metro Area","M1",1,"G3110",14279077920,65425890,36.5116245,-108.3245778,14,16,1,327,4.89296636085627,4.28134556574923,0.305810397553517
"106",10740,106,10740,"Albuquerque, NM","Albuquerque, NM Metro Area","M1",1,"G3110",24041256743,37921741,35.1166033,-106.4565347,235,534,36,4086,13.0690161527166,5.7513460597161,0.881057268722467
"107",21340,238,21340,"El Paso, TX","El Paso, TX Metro Area","M1",1,"G3110",14461646726,7634538,31.527394,-105.5213326,62,536,32,1639,32.7028676021965,3.78279438682123,1.95241000610128
"108",22660,NA,22660,"Fort Collins, CO","Fort Collins, CO Metro Area","M1",1,"G3110",6723986975,98048035,40.6580933,-105.4867638,132,66,11,1522,4.33639947437582,8.67279894875164,0.722733245729304
"109",19740,216,19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area","M1",1,"G3110",21615642000,147293259,39.4347492,-104.901209,916,1506,123,11023,13.662342375034,8.30989748707248,1.11584868003266
"110",24540,216,24540,"Greeley, CO","Greeley, CO Metro Area","M1",1,"G3110",10326656276,76677079,40.5536965,-104.3942215,83,79,5,1133,6.97263901147396,7.32568402471315,0.441306266548985
"111",33260,372,33260,"Midland, TX","Midland, TX Metro Area","M1",1,"G3110",4701543644,6452583,32.0923594,-101.9945395,35,26,7,368,7.06521739130435,9.51086956521739,1.90217391304348
"112",11100,108,11100,"Amarillo, TX","Amarillo, TX Metro Area","M1",1,"G3110",13338829042,87118916,35.2480011,-101.9086668,15,61,4,681,8.95741556534508,2.20264317180617,0.587371512481645
"113",31180,352,31180,"Lubbock, TX","Lubbock, TX Metro Area","M1",1,"G3110",6961014817,21260554,33.4703271,-101.6488249,32,22,0,439,5.01138952164009,7.28929384965831,0
"114",32580,365,32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area","M1",1,"G3110",4068610100,31102596,26.3963839,-98.18099,94,583,66,1493,39.0488948425988,6.29604822505023,4.4206296048225
"115",22020,244,22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area","M1",1,"G3110",7278667047,26517816,46.9148591,-96.9601826,181,192,11,3235,5.93508500772798,5.59505409582689,0.340030911901082
"116",26420,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area","M1",1,"G3110",21395340858,3064071034,29.7495926,-95.3536422,825,3574,332,12244,29.1898072525319,6.73799411956877,2.71153217902646
"117",30980,346,30980,"Longview, TX","Longview, TX Metro Area","M1",1,"G3110",4611066613,68442652,32.364601,-94.819897,12,51,5,367,13.8964577656676,3.26975476839237,1.36239782016349
"118",22900,NA,22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area","M1",1,"G3110",8768726732,226572927,35.1955345,-94.562533,34,45,1,771,5.83657587548638,4.40985732814527,0.12970168612192
"119",22220,NA,22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area","M1",1,"G3110",8192540477,129289519,36.1976326,-94.1198967,66,317,16,1518,20.8827404479578,4.34782608695652,1.05401844532279
"120",19780,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area","M1",1,"G3110",7468132027,73435205,41.5448597,-93.9434866,193,323,14,3444,9.37862950058072,5.60394889663182,0.40650406504065
"121",30780,340,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area","M1",1,"G3110",10578440901,295694130,34.7557726,-92.4005889,143,137,11,2966,4.61901550910317,4.82130815913689,0.370869858395145
"122",20260,NA,20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area","M1",1,"G3110",21789775318,2075554135,47.3297007,-92.3762591,55,8,0,902,0.886917960088692,6.09756097560976,0
"123",33740,384,33740,"Monroe, LA","Monroe, LA Metro Area","M1",1,"G3110",3852321100,128888970,32.6904772,-92.2627929,40,15,0,1049,1.42993326978074,3.81315538608198,0
"124",20740,232,20740,"Eau Claire, WI","Eau Claire, WI Metro Area","M1",1,"G3110",4263832586,104078617,44.938029,-91.285538,62,5,0,844,0.592417061611374,7.34597156398104,0
"125",32820,368,32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area","M1",1,"G3110",12910527030,319234186,35.0085568,-89.8218159,93,215,9,2720,7.90441176470588,3.41911764705882,0.330882352941176
"126",31540,357,31540,"Madison, WI","Madison, WI Metro Area","M1",1,"G3110",8571132545,200856004,43.0842875,-89.5971781,108,132,5,1944,6.79012345679012,5.55555555555556,0.257201646090535
"127",25060,NA,25060,"Gulfport-Biloxi-Pascagoula, MS","Gulfport-Biloxi-Pascagoula, MS Metro Area","M1",1,"G3110",4586197020,2098192459,30.4302445,-88.9797355,32,51,5,575,8.8695652173913,5.56521739130435,0.869565217391304
"128",11540,118,11540,"Appleton, WI","Appleton, WI Metro Area","M1",1,"G3110",2475494072,222455372,44.2906032,-88.3723255,80,29,5,845,3.43195266272189,9.46745562130178,0.591715976331361
