"","GEOID","CSAFP","CBSAFP","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","ENTRE","IMMIG","ImmiEnter","ind2","TOTAL","INDUS","IMMIGRate","EntreRate","ImmigOwnEntreRate"
"121",25260,546,25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area","M1",1,"G3110",3598582456,5468555,36.072478,-119.8155301,23,216,3,8470,731,10,29.5485636114911,3.14637482900137,0.410396716826265
"122",25260,546,25260,"Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area","M1",1,"G3110",3598582456,5468555,36.072478,-119.8155301,23,216,3,7590,731,10,29.5485636114911,3.14637482900137,0.410396716826265
"123",23420,260,23420,"Fresno, CA","Fresno, CA Metro Area","M1",1,"G3110",15433278958,135402551,36.7610058,-119.6550193,74,545,28,770,2023,10,26.9401878398418,3.65793376173999,1.3840830449827
"124",31080,348,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area","M1",1,"G3110",12558589615,2202092049,34.1090244,-118.1825492,2472,11244,1125,770,28209,10,39.8596192704456,8.76316069339572,3.98808890779538
"125",22140,NA,22140,"Farmington, NM","Farmington, NM Metro Area","M1",1,"G3110",14279077920,65425890,36.5116245,-108.3245778,40,50,0,770,905,10,5.52486187845304,4.41988950276243,0
"126",10740,106,10740,"Albuquerque, NM","Albuquerque, NM Metro Area","M1",1,"G3110",24041256743,37921741,35.1166033,-106.4565347,403,936,73,770,7060,10,13.257790368272,5.70821529745043,1.03399433427762
"127",21340,238,21340,"El Paso, TX","El Paso, TX Metro Area","M1",1,"G3110",14461646726,7634538,31.527394,-105.5213326,79,466,17,770,1643,10,28.3627510651248,4.80827754108338,1.03469263542301
"128",22660,NA,22660,"Fort Collins, CO","Fort Collins, CO Metro Area","M1",1,"G3110",6723986975,98048035,40.6580933,-105.4867638,50,14,3,770,594,10,2.35690235690236,8.41750841750842,0.505050505050505
"129",19740,216,19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area","M1",1,"G3110",21615642000,147293259,39.4347492,-104.901209,489,867,67,770,6031,10,14.3757254186702,8.10810810810811,1.11092687779804
"130",24540,216,24540,"Greeley, CO","Greeley, CO Metro Area","M1",1,"G3110",10326656276,76677079,40.5536965,-104.3942215,62,67,0,170,679,10,9.86745213549337,9.13107511045655,0
"131",11100,108,11100,"Amarillo, TX","Amarillo, TX Metro Area","M1",1,"G3110",13338829042,87118916,35.2480011,-101.9086668,26,49,3,4580,530,10,9.24528301886792,4.90566037735849,0.566037735849057
"132",31180,352,31180,"Lubbock, TX","Lubbock, TX Metro Area","M1",1,"G3110",6961014817,21260554,33.4703271,-101.6488249,20,46,2,770,481,10,9.56340956340956,4.15800415800416,0.415800415800416
"133",10180,NA,10180,"Abilene, TX","Abilene, TX Metro Area","M1",1,"G3110",7105577372,36847363,32.4520222,-99.7187428,31,42,4,770,499,10,8.41683366733467,6.2124248496994,0.801603206412826
"134",32580,365,32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area","M1",1,"G3110",4068610100,31102596,26.3963839,-98.18099,89,432,57,6170,1428,10,30.2521008403361,6.23249299719888,3.99159663865546
"135",22020,244,22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area","M1",1,"G3110",7278667047,26517816,46.9148591,-96.9601826,148,260,4,770,3095,10,8.40064620355412,4.78190630048465,0.12924071082391
"136",26420,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area","M1",1,"G3110",21395340858,3064071034,29.7495926,-95.3536422,789,4153,348,770,12633,10,32.874218317106,6.24554737592021,2.75469009736405
"137",30980,346,30980,"Longview, TX","Longview, TX Metro Area","M1",1,"G3110",4611066613,68442652,32.364601,-94.819897,35,50,6,8680,719,10,6.95410292072323,4.86787204450626,0.834492350486787
"138",22900,NA,22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area","M1",1,"G3110",8768726732,226572927,35.1955345,-94.562533,45,55,0,770,992,10,5.54435483870968,4.53629032258065,0
"139",22220,NA,22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area","M1",1,"G3110",8192540477,129289519,36.1976326,-94.1198967,147,456,19,770,2957,10,15.4210348326006,4.97125464998309,0.642543118025025
"140",19780,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area","M1",1,"G3110",7468132027,73435205,41.5448597,-93.9434866,105,204,5,770,2076,10,9.82658959537572,5.05780346820809,0.240847784200385
"141",30780,340,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area","M1",1,"G3110",10578440901,295694130,34.7557726,-92.4005889,245,316,18,770,4026,10,7.84898161947342,6.08544461003477,0.447093889716841
"142",33740,384,33740,"Monroe, LA","Monroe, LA Metro Area","M1",1,"G3110",3852321100,128888970,32.6904772,-92.2627929,58,23,4,770,839,10,2.74135876042908,6.91299165673421,0.476758045292014
"143",32820,368,32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area","M1",1,"G3110",12910527030,319234186,35.0085568,-89.8218159,171,294,13,770,3812,10,7.71248688352571,4.48583420776495,0.34102833158447
"144",31540,357,31540,"Madison, WI","Madison, WI Metro Area","M1",1,"G3110",8571132545,200856004,43.0842875,-89.5971781,72,205,10,8770,1425,10,14.3859649122807,5.05263157894737,0.701754385964912
"145",31540,357,31540,"Madison, WI","Madison, WI Metro Area","M1",1,"G3110",8571132545,200856004,43.0842875,-89.5971781,72,205,10,770,1425,10,14.3859649122807,5.05263157894737,0.701754385964912
"146",11540,118,11540,"Appleton, WI","Appleton, WI Metro Area","M1",1,"G3110",2475494072,222455372,44.2906032,-88.3723255,27,22,1,770,586,10,3.7542662116041,4.60750853242321,0.170648464163823
"147",33660,380,33660,"Mobile, AL","Mobile, AL Metro Area","M1",1,"G3110",3184121204,1073852495,30.6845725,-88.1965682,67,41,0,7270,1350,10,3.03703703703704,4.96296296296296,0
"148",24580,267,24580,"Green Bay, WI","Green Bay, WI Metro Area","M1",1,"G3110",4843697458,2534691724,44.4739612,-87.9959258,49,28,1,7380,675,10,4.14814814814815,7.25925925925926,0.148148148148148
"149",24580,267,24580,"Green Bay, WI","Green Bay, WI Metro Area","M1",1,"G3110",4843697458,2534691724,44.4739612,-87.9959258,49,28,1,770,675,10,4.14814814814815,7.25925925925926,0.148148148148148
"150",22520,NA,22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area","M1",1,"G3110",3264212409,214450972,34.7992544,-87.7193881,64,19,0,770,859,10,2.21187427240978,7.45052386495925,0
"151",21780,NA,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area","M1",1,"G3110",3793444395,125176173,38.0200703,-87.5861659,45,47,14,170,578,10,8.13148788927336,7.78546712802768,2.42214532871972
"152",33860,NA,33860,"Montgomery, AL","Montgomery, AL Metro Area","M1",1,"G3110",7027037498,189733905,32.3656313,-86.4045848,106,87,11,770,1398,10,6.22317596566524,7.58226037195994,0.786838340486409
"153",21140,515,21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area","M1",1,"G3110",1199614703,12423390,41.6006928,-85.8639864,23,120,3,770,665,10,18.0451127819549,3.45864661654135,0.451127819548872
"154",24340,266,24340,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI Metro Area","M1",1,"G3110",6914641979,2930476628,42.9786324,-85.8112082,135,187,13,770,2076,10,9.00770712909441,6.5028901734104,0.626204238921002
"155",31140,350,31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area","M1",1,"G3110",9268040329,160362235,38.3352396,-85.6689414,153,222,18,770,3142,10,7.06556333545512,4.86950986632718,0.572883513685551
"156",23060,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area","M1",1,"G3110",3524916106,18669917,41.0069993,-85.2164239,65,74,16,770,1066,10,6.94183864915572,6.09756097560976,1.50093808630394
"157",30460,336,30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area","M1",1,"G3110",3803528175,40707477,38.102844,-84.4385721,75,160,10,770,1348,10,11.8694362017804,5.56379821958457,0.741839762611276
"158",11460,220,11460,"Ann Arbor, MI","Ann Arbor, MI Metro Area","M1",1,"G3110",1828433678,42623578,42.2523272,-83.8446336,49,98,0,770,656,10,14.9390243902439,7.46951219512195,0
"159",23580,122,23580,"Gainesville, GA","Gainesville, GA Metro Area","M1",1,"G3110",1017306098,94561948,34.3175876,-83.8184973,21,88,3,7770,448,10,19.6428571428571,4.6875,0.669642857142857
"160",31420,356,31420,"Macon, GA","Macon, GA Metro Area","M1",1,"G3110",4461725312,38847900,32.8561967,-83.7143131,26,16,0,7070,440,10,3.63636363636364,5.90909090909091,0
"161",31420,356,31420,"Macon, GA","Macon, GA Metro Area","M1",1,"G3110",4461725312,38847900,32.8561967,-83.7143131,26,16,0,8170,440,10,3.63636363636364,5.90909090909091,0
"162",22420,220,22420,"Flint, MI","Flint, MI Metro Area","M1",1,"G3110",1649729501,32693085,43.0210768,-83.7063718,37,13,0,8980,728,10,1.78571428571429,5.08241758241758,0
"163",33780,220,33780,"Monroe, MI","Monroe, MI Metro Area","M1",1,"G3110",1422996308,338244021,41.916097,-83.4871059,23,7,0,7290,596,10,1.1744966442953,3.85906040268456,0
"164",33780,220,33780,"Monroe, MI","Monroe, MI Metro Area","M1",1,"G3110",1422996308,338244021,41.916097,-83.4871059,23,7,0,8980,596,10,1.1744966442953,3.85906040268456,0
"165",33780,220,33780,"Monroe, MI","Monroe, MI Metro Area","M1",1,"G3110",1422996308,338244021,41.916097,-83.4871059,23,7,0,8470,596,10,1.1744966442953,3.85906040268456,0
"166",33780,220,33780,"Monroe, MI","Monroe, MI Metro Area","M1",1,"G3110",1422996308,338244021,41.916097,-83.4871059,23,7,0,5580,596,10,1.1744966442953,3.85906040268456,0
"167",19820,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area","M1",1,"G3110",10072892006,897203024,42.7218478,-83.2008463,431,1136,71,770,9103,10,12.4794023948149,4.73470284521586,0.779962649675931
"168",11700,120,11700,"Asheville, NC","Asheville, NC Metro Area","M1",1,"G3110",5265357913,21779731,35.5956693,-82.6816145,83,88,6,770,890,10,9.8876404494382,9.32584269662921,0.674157303370786
"169",23540,264,23540,"Gainesville, FL","Gainesville, FL Metro Area","M1",1,"G3110",3172084250,257185419,29.6779808,-82.4799713,26,79,2,290,505,10,15.6435643564356,5.14851485148515,0.396039603960396
"170",24860,273,24860,"Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC Metro Area","M1",1,"G3110",7020898608,200411721,34.6837085,-82.4134227,145,168,10,770,2564,10,6.55226209048362,5.65522620904836,0.390015600624025
"171",25860,280,25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area","M1",1,"G3110",4240788334,75209737,35.8146669,-81.4570667,39,50,5,770,658,10,7.59878419452887,5.92705167173252,0.759878419452888
"172",10420,184,10420,"Akron, OH","Akron, OH Metro Area","M1",1,"G3110",2331619578,62018442,41.1466395,-81.3501104,67,80,6,770,1316,10,6.0790273556231,5.09118541033435,0.455927051671732
"173",19660,422,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","M1",1,"G3110",4109094861,1079325613,29.1789002,-81.1890231,78,77,5,770,1144,10,6.73076923076923,6.81818181818182,0.437062937062937
"174",25940,NA,25940,"Hilton Head Island-Bluffton-Beaufort, SC","Hilton Head Island-Bluffton-Beaufort, SC Metro Area","M1",1,"G3110",3189787021,1013139043,32.3867916,-80.8308775,46,74,4,770,557,10,13.2854578096948,8.25852782764812,0.718132854578097
"175",33100,370,33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","M1",1,"G3110",13145453524,2749445492,26.1018281,-80.4787552,1196,5709,720,770,11426,10,49.9649921232277,10.4673551549099,6.30141781900928
"176",21500,240,21500,"Erie, PA","Erie, PA Metro Area","M1",1,"G3110",2069952474,1965847842,42.1179519,-80.0963858,18,35,0,770,526,10,6.65399239543726,3.42205323193916,0
"177",22500,NA,22500,"Florence, SC","Florence, SC Metro Area","M1",1,"G3110",3525257657,24399017,34.1537745,-79.8060793,18,7,0,770,399,10,1.75438596491228,4.51127819548872,0
"178",34060,390,34060,"Morgantown, WV","Morgantown, WV Metro Area","M1",1,"G3110",2612979127,21733747,39.5251551,-79.8019121,38,63,0,7980,1258,10,5.00794912559618,3.02066772655008,0
"179",24660,268,24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area","M1",1,"G3110",5161864504,69081871,36.0252039,-79.7926333,68,212,14,6990,1395,10,15.1971326164875,4.87455197132617,1.00358422939068
"180",20500,450,20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area","M1",1,"G3110",4553919062,142312593,35.995536,-79.0969897,74,234,10,7390,1268,10,18.4542586750789,5.83596214511041,0.788643533123028
"181",20500,450,20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area","M1",1,"G3110",4553919062,142312593,35.995536,-79.0969897,74,234,10,7070,1268,10,18.4542586750789,5.83596214511041,0.788643533123028
"182",20500,450,20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area","M1",1,"G3110",4553919062,142312593,35.995536,-79.0969897,74,234,10,5190,1268,10,18.4542586750789,5.83596214511041,0.788643533123028
"183",22180,246,22180,"Fayetteville, NC","Fayetteville, NC Metro Area","M1",1,"G3110",2701923062,19282163,35.0379563,-78.9822092,8,22,0,8560,589,10,3.73514431239389,1.35823429541596,0
"184",22180,246,22180,"Fayetteville, NC","Fayetteville, NC Metro Area","M1",1,"G3110",2701923062,19282163,35.0379563,-78.9822092,8,22,0,7270,589,10,3.73514431239389,1.35823429541596,0
"185",24140,NA,24140,"Goldsboro, NC","Goldsboro, NC Metro Area","M1",1,"G3110",1432263112,9863348,35.3541896,-78.0086695,9,98,4,4970,501,10,19.560878243513,1.79640718562874,0.798403193612774
"186",25180,548,25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area","M1",1,"G3110",2017453322,25788393,39.5421519,-77.8997669,88,69,11,770,1416,10,4.8728813559322,6.21468926553672,0.77683615819209
"187",24780,274,24780,"Greenville, NC","Greenville, NC Metro Area","M1",1,"G3110",1687873422,8114836,35.592965,-77.373138,21,37,0,7890,502,10,7.37051792828685,4.18326693227092,0
"188",24780,274,24780,"Greenville, NC","Greenville, NC Metro Area","M1",1,"G3110",1687873422,8114836,35.592965,-77.373138,21,37,0,6290,502,10,7.37051792828685,4.18326693227092,0
"189",25420,276,25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area","M1",1,"G3110",4200960995,108892326,40.3359242,-77.0504748,30,107,6,6170,1172,10,9.1296928327645,2.55972696245734,0.511945392491468
"190",20100,428,20100,"Dover, DE","Dover, DE Metro Area","M1",1,"G3110",1518565081,549102079,39.0970884,-75.5029819,115,184,22,770,1998,10,9.20920920920921,5.75575575575576,1.1011011011011
"191",10900,408,10900,"Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ Metro Area","M1",1,"G3110",3763879943,58581593,40.7893392,-75.398158,73,137,11,770,1408,10,9.73011363636364,5.18465909090909,0.78125
"192",20700,408,20700,"East Stroudsburg, PA","East Stroudsburg, PA Metro Area","M1",1,"G3110",1575560089,23131029,41.0562401,-75.3290651,53,65,4,770,537,10,12.1042830540037,9.86964618249534,0.74487895716946
"193",10580,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area","M1",1,"G3110",7282106737,172589034,42.7879202,-73.9423479,61,127,2,770,1643,10,7.72976262933658,3.71272063298844,0.121728545343883
"194",24020,104,24020,"Glens Falls, NY","Glens Falls, NY Metro Area","M1",1,"G3110",4398123501,205555420,43.4404503,-73.6367573,25,10,0,770,471,10,2.12314225053079,5.30785562632696,0
"195",25540,278,25540,"Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT Metro Area","M1",1,"G3110",3923052184,238346847,41.718601,-72.5739417,154,388,16,770,3073,10,12.626098275301,5.01138952164009,0.520663846404165
"196",31700,148,31700,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area","M1",1,"G3110",2269346872,41478107,42.9116429,-71.7231012,229,474,25,770,3865,10,12.2639068564036,5.92496765847348,0.646830530401035
"197",12260,NA,12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC Metro Area","M1",1,"G3110",9015004609,262744093,33.4603713,-81.9828327,68,54,4,770,1259,10,4.28911834789516,5.40111199364575,0.317712470214456
"198",15980,162,15980,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area","M1",1,"G3110",2031443679,1108606586,26.5516337,-81.8925086,85,264,15,6990,1286,10,20.5287713841369,6.60964230171073,1.16640746500778
"199",15940,184,15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area","M1",1,"G3110",2512120672,24803490,40.7110722,-81.2614743,38,5,3,770,852,10,0.586854460093897,4.46009389671362,0.352112676056338
"200",17900,192,17900,"Columbia, SC","Columbia, SC Metro Area","M1",1,"G3110",9590686398,339384218,34.084175,-81.0405973,146,103,12,770,2411,10,4.27208627125674,6.05557859809208,0.49771878888428
"201",16540,548,16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA Metro Area","M1",1,"G3110",2000052119,1544300,39.9266851,-77.7244974,32,26,0,180,503,10,5.16898608349901,6.36182902584493,0
"202",13780,NA,13780,"Binghamton, NY","Binghamton, NY Metro Area","M1",1,"G3110",3171116711,36308390,42.1639276,-76.0229431,46,31,7,770,975,10,3.17948717948718,4.71794871794872,0.717948717948718
"203",27980,NA,27980,"Kahului-Wailuku-Lahaina, HI","Kahului-Wailuku-Lahaina, HI Metro Area","M1",1,"G3110",3039416740,3309063132,20.8559308,-156.6015502,134,371,26,8680,1435,10,25.8536585365854,9.33797909407665,1.81184668989547
"204",17020,NA,17020,"Chico, CA","Chico, CA Metro Area","M1",1,"G3110",4238422715,105325812,39.6659588,-121.6019188,23,54,0,6190,610,10,8.85245901639344,3.77049180327869,0
"205",13460,140,13460,"Bend-Redmond, OR","Bend-Redmond, OR Metro Area","M1",1,"G3110",7817045489,94746122,43.9151181,-121.2255751,123,47,4,770,994,10,4.72837022132797,12.374245472837,0.402414486921529
"206",28420,NA,28420,"Kennewick-Richland, WA","Kennewick-Richland, WA Metro Area","M1",1,"G3110",7620989925,214519172,46.363914,-119.2540809,45,223,14,7390,1010,10,22.0792079207921,4.45544554455445,1.38613861386139
"207",12540,NA,12540,"Bakersfield, CA","Bakersfield, CA Metro Area","M1",1,"G3110",21061723516,79488735,35.3466288,-118.7295064,72,489,23,7690,1463,10,33.4244702665755,4.92139439507861,1.57211209842789
"208",17660,518,17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area","M1",1,"G3110",3222281604,185181742,47.6771129,-116.6949184,167,23,0,770,1400,10,1.64285714285714,11.9285714285714,0
"209",14260,147,14260,"Boise City, ID","Boise City, ID Metro Area","M1",1,"G3110",30472933785,175397532,43.0066485,-116.1419089,513,558,33,770,6153,10,9.068746952706,8.3373963920039,0.536323744514871
"210",29820,332,29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area","M1",1,"G3110",20438834319,438841388,36.2142575,-115.013812,376,2262,99,8980,8248,10,27.4248302618817,4.55868089233754,1.20029097963143
"211",26820,292,26820,"Idaho Falls, ID","Idaho Falls, ID Metro Area","M1",1,"G3110",13457009784,126025981,43.6205362,-112.4208422,76,82,7,770,926,10,8.85529157667387,8.207343412527,0.755939524838013
"212",13740,NA,13740,"Billings, MT","Billings, MT Metro Area","M1",1,"G3110",15165554419,78148377,45.7754535,-108.7278711,201,53,0,770,2537,10,2.08908159243201,7.92274339771384,0
"213",29740,238,29740,"Las Cruces, NM","Las Cruces, NM Metro Area","M1",1,"G3110",9862379062,17584926,32.3509119,-106.8321821,129,446,67,770,1590,10,28.0503144654088,8.11320754716981,4.21383647798742
"214",14500,216,14500,"Boulder, CO","Boulder, CO Metro Area","M1",1,"G3110",1881212055,36592000,40.0949699,-105.3976911,56,127,10,3895,706,10,17.9886685552408,7.93201133144476,1.41643059490085
"215",17820,NA,17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area","M1",1,"G3110",6951302281,12053395,38.8454651,-104.6385633,121,107,10,770,1374,10,7.78748180494905,8.80640465793304,0.727802037845706
"216",29700,NA,29700,"Laredo, TX","Laredo, TX Metro Area","M1",1,"G3110",8706200257,36536159,27.7607987,-99.3407518,25,204,13,6170,462,10,44.1558441558442,5.41125541125541,2.81385281385281
"217",28660,NA,28660,"Killeen-Temple, TX","Killeen-Temple, TX Metro Area","M1",1,"G3110",7293536095,110014155,31.2027301,-97.7896384,32,156,8,770,757,10,20.6076618229855,4.22721268163805,1.05680317040951
"218",12420,NA,12420,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area","M1",1,"G3110",10933496832,151856267,30.2395128,-97.6912697,307,1031,55,770,4397,10,23.4478053218103,6.98203320445758,1.25085285421879
"219",15180,154,15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX Metro Area","M1",1,"G3110",2307839892,998169935,26.1029227,-97.4789584,27,132,17,770,549,10,24.0437158469945,4.91803278688525,3.09653916211293
"220",18580,204,18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area","M1",1,"G3110",4620109987,1599382636,27.8989315,-97.4012355,23,112,9,8680,669,10,16.7414050822123,3.43796711509716,1.34529147982063
"221",19100,206,19100,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area","M1",1,"G3110",24035191870,922063119,32.8225581,-97.0251332,894,3386,291,770,13503,10,25.0759090572465,6.62075094423461,2.15507664963341
"222",17780,NA,17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area","M1",1,"G3110",5439680731,85824949,30.7543917,-96.4885368,28,101,7,770,479,10,21.0855949895616,5.8455114822547,1.46137787056367
"223",28140,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area","M1",1,"G3110",18792678289,304085198,38.9318494,-94.4438241,295,529,18,770,6042,10,8.75537901357167,4.88248924197286,0.297914597815293
"224",13140,NA,13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area","M1",1,"G3110",7858904931,764353319,30.3478326,-94.1203707,43,90,5,7770,707,10,12.7298444130127,6.08203677510608,0.707213578500707
"225",29340,NA,29340,"Lake Charles, LA","Lake Charles, LA Metro Area","M1",1,"G3110",6082764224,1767344271,29.9787547,-93.2532434,54,24,1,770,1050,10,2.28571428571429,5.14285714285714,0.0952380952380952
"226",29180,318,29180,"Lafayette, LA","Lafayette, LA Metro Area","M1",1,"G3110",8828910403,2348844612,29.9577733,-92.0493498,186,147,48,770,2338,10,6.2874251497006,7.95551753635586,2.05303678357571
"227",26980,168,26980,"Iowa City, IA","Iowa City, IA Metro Area","M1",1,"G3110",3063678109,28948927,41.5178058,-91.6479303,52,108,10,770,621,10,17.3913043478261,8.37359098228663,1.61030595813204
"228",16300,168,16300,"Cedar Rapids, IA","Cedar Rapids, IA Metro Area","M1",1,"G3110",5202686443,29083693,42.0856026,-91.6304799,28,37,0,8470,618,10,5.98705501618123,4.53074433656958,0
"229",12940,NA,12940,"Baton Rouge, LA","Baton Rouge, LA Metro Area","M1",1,"G3110",10429567733,456494780,30.5708895,-91.134533,245,262,24,770,3582,10,7.3143495254048,6.83975432719151,0.670016750418761
"230",19340,209,19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area","M1",1,"G3110",5878613363,114201813,41.3916799,-90.460076,52,57,0,770,979,10,5.82226762002043,5.31154239019408,0
"231",27140,298,27140,"Jackson, MS","Jackson, MS Metro Area","M1",1,"G3110",12040471900,208508037,32.3160014,-90.2208402,219,141,21,770,3134,10,4.49904275686024,6.98787492022974,0.670070197830249
"232",16060,NA,16060,"Carbondale-Marion, IL","Carbondale-Marion, IL Metro Area","M1",1,"G3110",2600974322,110046661,37.7573308,-89.193181,21,9,0,7770,291,10,3.09278350515464,7.21649484536082,0
"233",27500,357,27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area","M1",1,"G3110",1859887390,20681629,42.6698802,-89.0752844,16,13,1,9090,433,10,3.00230946882217,3.69515011547344,0.23094688221709
"234",14010,145,14010,"Bloomington, IL","Bloomington, IL Metro Area","M1",1,"G3110",4094504732,27082489,40.4055934,-88.8613074,20,28,1,8370,457,10,6.12691466083151,4.37636761487965,0.218818380743982
"235",14010,145,14010,"Bloomington, IL","Bloomington, IL Metro Area","M1",1,"G3110",4094504732,27082489,40.4055934,-88.8613074,20,28,1,8980,457,10,6.12691466083151,4.37636761487965,0.218818380743982
"236",14010,145,14010,"Bloomington, IL","Bloomington, IL Metro Area","M1",1,"G3110",4094504732,27082489,40.4055934,-88.8613074,20,28,1,8680,457,10,6.12691466083151,4.37636761487965,0.218818380743982
"237",16580,NA,16580,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area","M1",1,"G3110",4975458579,7928464,40.2344885,-88.2986226,30,77,0,770,527,10,14.6110056925996,5.69259962049336,0
"238",16980,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","M1",1,"G3110",18640180253,6168195319,41.8235214,-87.8282967,1061,4287,321,770,19074,10,22.4756212645486,5.56254587396456,1.6829191569676
"239",19300,380,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area","M1",1,"G3110",4117584013,1133129224,30.6592183,-87.7460666,70,60,2,770,1141,10,5.25854513584575,6.13496932515337,0.175284837861525
"240",17300,NA,17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area","M1",1,"G3110",4398075054,132335357,36.7492073,-87.5582833,46,70,3,6990,1109,10,6.31199278629396,4.14788097385031,0.270513976555455
"241",29200,320,29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area","M1",1,"G3110",3311166848,16373698,40.5147241,-86.9304622,4,24,1,7690,402,10,5.97014925373134,0.995024875621891,0.248756218905473
"242",29200,320,29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area","M1",1,"G3110",3311166848,16373698,40.5147241,-86.9304622,4,24,1,7380,402,10,5.97014925373134,0.995024875621891,0.248756218905473
"243",29200,320,29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area","M1",1,"G3110",3311166848,16373698,40.5147241,-86.9304622,4,24,1,7770,402,10,5.97014925373134,0.995024875621891,0.248756218905473
"244",29200,320,29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area","M1",1,"G3110",3311166848,16373698,40.5147241,-86.9304622,4,24,1,5790,402,10,5.97014925373134,0.995024875621891,0.248756218905473
"245",13820,142,13820,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area","M1",1,"G3110",13675107149,232538326,33.4623718,-86.8143378,216,212,30,770,4478,10,4.73425636444841,4.82358195623046,0.669941938365342
"246",26620,290,26620,"Huntsville, AL","Huntsville, AL Metro Area","M1",1,"G3110",3526349956,151144361,34.7832617,-86.7348706,130,161,12,770,1850,10,8.7027027027027,7.02702702702703,0.648648648648649
