"","GEOID","CSAFP","CBSAFP","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","ENTRE","IMMIG","ImmiEnter","TOTAL","IMMIGRate","EntreRate","ImmigOwnEntreRate"
"1",39820,454,39820,"Redding, CA","Redding, CA Metro Area","M1",1,"G3110",9778188572,186530168,40.7605142,-122.0435556,32,7,4,251,2.78884462151394,12.7490039840637,1.59362549800797
"2",39900,456,39900,"Reno, NV","Reno, NV Metro Area","M1",1,"G3110",17004051224,623033216,40.5007953,-119.7311608,114,286,13,1675,17.0746268656716,6.80597014925373,0.776119402985075
"3",40140,348,40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area","M1",1,"G3110",70612017093,374752982,34.5375344,-116.1309212,487,2521,175,8682,29.0370882285188,5.60930661137987,2.01566459341166
"4",40420,466,40420,"Rockford, IL","Rockford, IL Metro Area","M1",1,"G3110",2056847303,18446904,42.331183,-89.0429139,50,68,2,729,9.3278463648834,6.85871056241427,0.274348422496571
"5",43900,273,43900,"Spartanburg, SC","Spartanburg, SC Metro Area","M1",1,"G3110",3424313941,34016289,34.8346199,-81.8424008,52,67,4,919,7.2905331882481,5.65832426550598,0.43525571273123
"6",45060,532,45060,"Syracuse, NY","Syracuse, NY Metro Area","M1",1,"G3110",6176907940,1020646108,43.0065163,-76.1961336,75,88,6,1386,6.34920634920635,5.41125541125541,0.432900432900433
"7",42220,488,42220,"Santa Rosa, CA","Santa Rosa, CA Metro Area","M1",1,"G3110",4081401191,497545934,38.5251824,-122.9261095,106,182,15,872,20.8715596330275,12.1559633027523,1.72018348623853
"8",41420,440,41420,"Salem, OR","Salem, OR Metro Area","M1",1,"G3110",4977573456,34719240,44.9033845,-122.9017571,52,283,13,1298,21.8027734976888,4.00616332819723,1.00154083204931
"9",41860,488,41860,"San Francisco-Oakland-Hayward, CA","San Francisco-Oakland-Hayward, CA Metro Area","M1",1,"G3110",6417203879,2456442138,37.7737185,-122.2744317,840,3591,282,10543,34.060514085175,7.96737171583041,2.67476050460021
"10",42100,488,42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area","M1",1,"G3110",1152967332,419570851,37.0124883,-122.007205,52,62,4,527,11.7647058823529,9.86717267552182,0.759013282732448
"11",42660,500,42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area","M1",1,"G3110",15209110951,1132535454,47.5530503,-121.8831653,564,1880,124,9246,20.3331170235778,6.09993510707333,1.34112048453385
"12",41940,488,41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area","M1",1,"G3110",6938387443,40386344,36.9084718,-121.3713721,317,2059,136,4622,44.5478147987884,6.85850281263522,2.94244915620943
"13",41500,NA,41500,"Salinas, CA","Salinas, CA Metro Area","M1",1,"G3110",8496731189,1270747397,36.240107,-121.3155723,42,199,8,747,26.6398929049531,5.62248995983936,1.07095046854083
"14",44700,488,44700,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area","M1",1,"G3110",3603647025,91127543,37.9349815,-121.272244,62,584,25,1629,35.8502148557397,3.80601596071209,1.53468385512584
"15",40900,472,40900,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area","M1",1,"G3110",13195191548,548573735,38.7896779,-121.0057504,340,1272,102,4869,26.124460874923,6.98295337851715,2.09488601355514
"16",42020,NA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","M1",1,"G3110",8548549787,815580311,35.3852263,-120.4475418,34,62,0,471,13.1634819532909,7.21868365180467,0
"17",42200,NA,42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area","M1",1,"G3110",7083927512,2729816973,34.5370572,-120.0399729,33,41,0,290,14.1379310344828,11.3793103448276,0
"18",44060,518,44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area","M1",1,"G3110",14611513157,272295323,48.1890407,-117.5732186,70,57,9,1133,5.03089143865843,6.17828773168579,0.794351279788173
"19",41740,NA,41740,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area","M1",1,"G3110",10895227071,826282961,33.0236041,-116.7761174,493,1674,133,6719,24.9144217889567,7.33740139901771,1.97946122934961
"20",41100,NA,41100,"St. George, UT","St. George, UT Metro Area","M1",1,"G3110",6285672118,9134289,37.2625308,-113.4878003,5,20,1,172,11.6279069767442,2.90697674418605,0.581395348837209
"21",41620,482,41620,"Salt Lake City, UT","Salt Lake City, UT Metro Area","M1",1,"G3110",19901615700,1055940277,40.5727871,-112.9531375,254,850,78,4986,17.0477336542319,5.09426393902928,1.56438026474128
"22",42140,106,42140,"Santa Fe, NM","Santa Fe, NM Metro Area","M1",1,"G3110",4945412532,3645423,35.5143241,-105.9657706,79,81,7,522,15.5172413793103,15.1340996168582,1.34099616858238
"23",41700,NA,41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area","M1",1,"G3110",18939886213,150518692,29.4330599,-98.6069734,239,635,61,4269,14.8746779105177,5.59850081986414,1.42890606699461
"24",43620,NA,43620,"Sioux Falls, SD","Sioux Falls, SD Metro Area","M1",1,"G3110",6671079051,27077952,43.4954205,-96.9953387,336,235,11,4221,5.56740108978915,7.96019900497512,0.260601753139067
"25",43300,206,43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area","M1",1,"G3110",2415989108,120124595,33.6245321,-96.6757378,7,15,0,131,11.4503816793893,5.34351145038168,0
"26",41060,378,41060,"St. Cloud, MN","St. Cloud, MN Metro Area","M1",1,"G3110",4535657122,134115189,45.5930312,-94.4883635,48,84,0,460,18.2608695652174,10.4347826086957,0
"27",43340,NA,43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area","M1",1,"G3110",8257355725,324450049,32.4906379,-93.6711914,53,56,0,1271,4.4059795436664,4.1699449252557,0
"28",44180,520,44180,"Springfield, MO","Springfield, MO Metro Area","M1",1,"G3110",7787627619,35981602,37.3608699,-93.1802617,94,30,4,981,3.05810397553517,9.58205912334353,0.407747196738022
