"","GEOID","CSAFP","CBSAFP","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","ENTRE","IMMIG","ImmiEnter","ind2","TOTAL","IMMIGRate","EntreRate","ImmigOwnEntreRate"
"117",32580,365,32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area","M1",1,"G3110",4068610100,31102596,26.3963839,-98.18099,169,605,89,"7860",1483,40.7956844234659,11.3958192852326,6.00134861766689
"118",22020,244,22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area","M1",1,"G3110",7278667047,26517816,46.9148591,-96.9601826,191,118,7,"770",2879,4.09864536297325,6.63424800277874,0.24313997915943
"119",26420,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area","M1",1,"G3110",21395340858,3064071034,29.7495926,-95.3536422,598,2934,192,"770",10372,28.2876976475125,5.76552256074045,1.85113767836483
"120",30980,346,30980,"Longview, TX","Longview, TX Metro Area","M1",1,"G3110",4611066613,68442652,32.364601,-94.819897,22,26,1,"490",304,8.55263157894737,7.23684210526316,0.328947368421053
"121",22900,NA,22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area","M1",1,"G3110",8768726732,226572927,35.1955345,-94.562533,90,77,4,"7860",827,9.31076178960097,10.8827085852479,0.483675937122128
"122",22220,NA,22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area","M1",1,"G3110",8192540477,129289519,36.1976326,-94.1198967,106,190,8,"770",1621,11.7211597779149,6.53917334978408,0.493522516964837
"123",19780,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area","M1",1,"G3110",7468132027,73435205,41.5448597,-93.9434866,207,431,8,"770",3614,11.9258439402324,5.72772551189817,0.221361372440509
"124",30780,340,30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area","M1",1,"G3110",10578440901,295694130,34.7557726,-92.4005889,196,145,14,"8190",2695,5.38033395176252,7.27272727272727,0.519480519480519
"125",20260,NA,20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area","M1",1,"G3110",21789775318,2075554135,47.3297007,-92.3762591,75,15,4,"7860",870,1.72413793103448,8.62068965517241,0.459770114942529
"126",33740,384,33740,"Monroe, LA","Monroe, LA Metro Area","M1",1,"G3110",3852321100,128888970,32.6904772,-92.2627929,45,22,3,"7860",1094,2.0109689213894,4.11334552102377,0.274223034734918
"127",20740,232,20740,"Eau Claire, WI","Eau Claire, WI Metro Area","M1",1,"G3110",4263832586,104078617,44.938029,-91.285538,90,25,0,"8190",843,2.9655990510083,10.6761565836299,0
"128",32820,368,32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area","M1",1,"G3110",12910527030,319234186,35.0085568,-89.8218159,162,197,19,"770",2736,7.20029239766082,5.92105263157895,0.694444444444444
"129",31540,357,31540,"Madison, WI","Madison, WI Metro Area","M1",1,"G3110",8571132545,200856004,43.0842875,-89.5971781,172,168,10,"8190",1945,8.63753213367609,8.84318766066838,0.51413881748072
"130",25060,NA,25060,"Gulfport-Biloxi-Pascagoula, MS","Gulfport-Biloxi-Pascagoula, MS Metro Area","M1",1,"G3110",4586197020,2098192459,30.4302445,-88.9797355,49,60,1,"770",534,11.2359550561798,9.17602996254682,0.187265917602996
"131",11540,118,11540,"Appleton, WI","Appleton, WI Metro Area","M1",1,"G3110",2475494072,222455372,44.2906032,-88.3723255,90,25,0,"7860",862,2.90023201856148,10.4408352668213,0
"132",33660,380,33660,"Mobile, AL","Mobile, AL Metro Area","M1",1,"G3110",3184121204,1073852495,30.6845725,-88.1965682,35,15,0,"7860",826,1.81598062953995,4.23728813559322,0
"133",24580,267,24580,"Green Bay, WI","Green Bay, WI Metro Area","M1",1,"G3110",4843697458,2534691724,44.4739612,-87.9959258,44,51,2,"770",968,5.26859504132231,4.54545454545455,0.206611570247934
"134",21780,NA,21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area","M1",1,"G3110",3793444395,125176173,38.0200703,-87.5861659,13,4,0,"770",580,0.689655172413793,2.24137931034483,0
"135",33140,176,33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area","M1",1,"G3110",1549659085,38675577,41.5490129,-86.7447386,19,26,0,"770",492,5.28455284552846,3.86178861788618,0
"136",33860,NA,33860,"Montgomery, AL","Montgomery, AL Metro Area","M1",1,"G3110",7027037498,189733905,32.3656313,-86.4045848,45,15,0,"7860",760,1.97368421052632,5.92105263157895,0
"137",11500,NA,11500,"Anniston-Oxford-Jacksonville, AL","Anniston-Oxford-Jacksonville, AL Metro Area","M1",1,"G3110",1569245411,16568577,33.7717061,-85.8225133,58,41,3,"9590",616,6.65584415584416,9.41558441558442,0.487012987012987
"138",24340,266,24340,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI Metro Area","M1",1,"G3110",6914641979,2930476628,42.9786324,-85.8112082,139,140,6,"770",2279,6.14304519526108,6.09916630100921,0.263273365511189
"139",31140,350,31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area","M1",1,"G3110",9268040329,160362235,38.3352396,-85.6689414,153,152,7,"770",3332,4.56182472989196,4.59183673469388,0.210084033613445
"140",23060,258,23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area","M1",1,"G3110",3524916106,18669917,41.0069993,-85.2164239,31,34,0,"8680",932,3.6480686695279,3.32618025751073,0
"141",30460,336,30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area","M1",1,"G3110",3803528175,40707477,38.102844,-84.4385721,128,216,13,"7870",1832,11.7903930131004,6.98689956331878,0.709606986899563
"142",10500,NA,10500,"Albany, GA","Albany, GA Metro Area","M1",1,"G3110",5005402344,65696221,31.5893026,-84.1749127,5,8,0,"7860",400,2,1.25,0
"143",11460,220,11460,"Ann Arbor, MI","Ann Arbor, MI Metro Area","M1",1,"G3110",1828433678,42623578,42.2523272,-83.8446336,53,88,15,"7870",647,13.6012364760433,8.19165378670788,2.31839258114374
"144",31420,356,31420,"Macon, GA","Macon, GA Metro Area","M1",1,"G3110",4461725312,38847900,32.8561967,-83.7143131,26,0,0,"770",334,0,7.78443113772455,0
"145",22420,220,22420,"Flint, MI","Flint, MI Metro Area","M1",1,"G3110",1649729501,32693085,43.0210768,-83.7063718,61,23,0,"7860",944,2.4364406779661,6.46186440677966,0
"146",33780,220,33780,"Monroe, MI","Monroe, MI Metro Area","M1",1,"G3110",1422996308,338244021,41.916097,-83.4871059,34,12,0,"3570",587,2.0442930153322,5.79216354344123,0
"147",19820,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area","M1",1,"G3110",10072892006,897203024,42.7218478,-83.2008463,600,1286,72,"3570",10062,12.7807592923872,5.96302921884317,0.715563506261181
"148",11700,120,11700,"Asheville, NC","Asheville, NC Metro Area","M1",1,"G3110",5265357913,21779731,35.5956693,-82.6816145,69,35,1,"7860",950,3.68421052631579,7.26315789473684,0.105263157894737
"149",23540,264,23540,"Gainesville, FL","Gainesville, FL Metro Area","M1",1,"G3110",3172084250,257185419,29.6779808,-82.4799713,29,73,7,"7870",480,15.2083333333333,6.04166666666667,1.45833333333333
"150",24860,273,24860,"Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC Metro Area","M1",1,"G3110",7020898608,200411721,34.6837085,-82.4134227,110,187,8,"770",1400,13.3571428571429,7.85714285714286,0.571428571428571
"151",25860,280,25860,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area","M1",1,"G3110",4240788334,75209737,35.8146669,-81.4570667,40,23,0,"3890",567,4.05643738977072,7.05467372134039,0
"152",10420,184,10420,"Akron, OH","Akron, OH Metro Area","M1",1,"G3110",2331619578,62018442,41.1466395,-81.3501104,110,56,1,"7860",1633,3.42927127985303,6.7360685854256,0.0612369871402327
"153",19660,422,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","M1",1,"G3110",4109094861,1079325613,29.1789002,-81.1890231,98,129,10,"770",1080,11.9444444444444,9.07407407407407,0.925925925925926
"154",33100,370,33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","M1",1,"G3110",13145453524,2749445492,26.1018281,-80.4787552,1090,5205,516,"770",10923,47.6517440263664,9.97894351368672,4.723976929415
"155",21500,240,21500,"Erie, PA","Erie, PA Metro Area","M1",1,"G3110",2069952474,1965847842,42.1179519,-80.0963858,20,6,0,"7860",590,1.01694915254237,3.38983050847458,0
"156",24660,268,24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area","M1",1,"G3110",5161864504,69081871,36.0252039,-79.7926333,116,147,13,"770",1656,8.8768115942029,7.0048309178744,0.785024154589372
"157",31340,NA,31340,"Lynchburg, VA","Lynchburg, VA Metro Area","M1",1,"G3110",5491599067,68380853,37.3649258,-79.2166894,33,23,0,"7860",689,3.33817126269956,4.78955007256894,0
"158",20500,450,20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area","M1",1,"G3110",4553919062,142312593,35.995536,-79.0969897,77,128,4,"7870",1117,11.4592658907789,6.89346463742166,0.35810205908684
"159",22180,246,22180,"Fayetteville, NC","Fayetteville, NC Metro Area","M1",1,"G3110",2701923062,19282163,35.0379563,-78.9822092,44,36,5,"8680",737,4.88466757123474,5.97014925373134,0.67842605156038
"160",25500,277,25500,"Harrisonburg, VA","Harrisonburg, VA Metro Area","M1",1,"G3110",2244174568,11270557,38.5075848,-78.8853213,44,46,0,"770",461,9.97830802603037,9.54446854663774,0
"161",25180,548,25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area","M1",1,"G3110",2017453322,25788393,39.5421519,-77.8997669,36,48,6,"770",611,7.85597381342062,5.89198036006547,0.981996726677578
"162",25420,276,25420,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area","M1",1,"G3110",4200960995,108892326,40.3359242,-77.0504748,81,83,0,"7860",1369,6.06281957633309,5.91672753834916,0
"163",20100,428,20100,"Dover, DE","Dover, DE Metro Area","M1",1,"G3110",1518565081,549102079,39.0970884,-75.5029819,165,99,0,"770",2591,3.8209185642609,6.36819760710151,0
"164",10900,408,10900,"Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ Metro Area","M1",1,"G3110",3763879943,58581593,40.7893392,-75.398158,126,205,12,"770",2439,8.40508405084051,5.16605166051661,0.4920049200492
"165",10580,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area","M1",1,"G3110",7282106737,172589034,42.7879202,-73.9423479,151,148,4,"7860",2132,6.94183864915572,7.08255159474672,0.187617260787992
"166",25540,278,25540,"Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT Metro Area","M1",1,"G3110",3923052184,238346847,41.718601,-72.5739417,460,955,73,"6990",6906,13.8285548798147,6.66087460179554,1.0570518389806
"167",12260,NA,12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC Metro Area","M1",1,"G3110",9015004609,262744093,33.4603713,-81.9828327,75,43,0,"7860",1216,3.53618421052632,6.16776315789474,0
"168",15980,162,15980,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area","M1",1,"G3110",2031443679,1108606586,26.5516337,-81.8925086,74,167,23,"770",1156,14.4463667820069,6.40138408304498,1.98961937716263
"169",15940,184,15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area","M1",1,"G3110",2512120672,24803490,40.7110722,-81.2614743,55,13,0,"8190",892,1.45739910313901,6.16591928251121,0
"170",17900,192,17900,"Columbia, SC","Columbia, SC Metro Area","M1",1,"G3110",9590686398,339384218,34.084175,-81.0405973,125,102,10,"770",2038,5.00490677134446,6.13346418056919,0.490677134445535
"171",13780,NA,13780,"Binghamton, NY","Binghamton, NY Metro Area","M1",1,"G3110",3171116711,36308390,42.1639276,-76.0229431,26,24,3,"770",525,4.57142857142857,4.95238095238095,0.571428571428571
"172",28740,408,28740,"Kingston, NY","Kingston, NY Metro Area","M1",1,"G3110",2911755155,94599666,41.9472156,-74.2654583,64,72,5,"770",587,12.2657580919932,10.9028960817717,0.851788756388416
"173",14740,500,14740,"Bremerton-Silverdale, WA","Bremerton-Silverdale, WA Metro Area","M1",1,"G3110",1022895431,442827362,47.6396874,-122.6496358,25,21,3,"770",557,3.77019748653501,4.48833034111311,0.538599640933573
"174",13380,NA,13380,"Bellingham, WA","Bellingham, WA Metro Area","M1",1,"G3110",5456492712,1027129526,48.8426531,-121.8364325,48,40,8,"770",680,5.88235294117647,7.05882352941176,1.17647058823529
"175",17020,NA,17020,"Chico, CA","Chico, CA Metro Area","M1",1,"G3110",4238422715,105325812,39.6659588,-121.6019188,33,66,3,"7860",444,14.8648648648649,7.43243243243243,0.675675675675676
"176",13460,140,13460,"Bend-Redmond, OR","Bend-Redmond, OR Metro Area","M1",1,"G3110",7817045489,94746122,43.9151181,-121.2255751,110,44,3,"770",947,4.64625131995776,11.6156282998944,0.316789862724393
"177",12540,NA,12540,"Bakersfield, CA","Bakersfield, CA Metro Area","M1",1,"G3110",21061723516,79488735,35.3466288,-118.7295064,141,517,53,"170",1702,30.3760282021152,8.28437132784959,3.11398354876616
"178",17660,518,17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area","M1",1,"G3110",3222281604,185181742,47.6771129,-116.6949184,77,20,0,"770",752,2.65957446808511,10.2393617021277,0
"179",14260,147,14260,"Boise City, ID","Boise City, ID Metro Area","M1",1,"G3110",30472933785,175397532,43.0066485,-116.1419089,407,379,22,"770",4068,9.31661750245821,10.0049164208456,0.540806293018682
"180",29820,332,29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area","M1",1,"G3110",20438834319,438841388,36.2142575,-115.013812,680,2771,157,"770",10569,26.2181852587757,6.43391049295108,1.48547639322547
"181",13740,NA,13740,"Billings, MT","Billings, MT Metro Area","M1",1,"G3110",15165554419,78148377,45.7754535,-108.7278711,126,33,0,"770",1302,2.53456221198157,9.67741935483871,0
"182",29740,238,29740,"Las Cruces, NM","Las Cruces, NM Metro Area","M1",1,"G3110",9862379062,17584926,32.3509119,-106.8321821,52,142,24,"7870",757,18.7582562747688,6.86922060766182,3.17040951122853
"183",14500,216,14500,"Boulder, CO","Boulder, CO Metro Area","M1",1,"G3110",1881212055,36592000,40.0949699,-105.3976911,209,262,13,"770",1629,16.0834868017188,12.8299570288521,0.798035604665439
"184",17820,NA,17820,"Colorado Springs, CO","Colorado Springs, CO Metro Area","M1",1,"G3110",6951302281,12053395,38.8454651,-104.6385633,205,220,12,"770",2617,8.40657241115781,7.83339701948796,0.458540313335881
"185",29700,NA,29700,"Laredo, TX","Laredo, TX Metro Area","M1",1,"G3110",8706200257,36536159,27.7607987,-99.3407518,33,265,22,"8680",672,39.4345238095238,4.91071428571429,3.27380952380952
"186",30020,NA,30020,"Lawton, OK","Lawton, OK Metro Area","M1",1,"G3110",4408014204,61426399,34.5291104,-98.4309172,34,55,0,"8190",712,7.7247191011236,4.7752808988764,0
"187",28660,NA,28660,"Killeen-Temple, TX","Killeen-Temple, TX Metro Area","M1",1,"G3110",7293536095,110014155,31.2027301,-97.7896384,35,71,3,"7860",673,10.5497771173848,5.20059435364042,0.445765230312036
"188",12420,NA,12420,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area","M1",1,"G3110",10933496832,151856267,30.2395128,-97.6912697,347,681,61,"770",3998,17.0335167583792,8.67933966983492,1.52576288144072
"189",15180,154,15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX Metro Area","M1",1,"G3110",2307839892,998169935,26.1029227,-97.4789584,62,232,27,"7860",616,37.6623376623377,10.0649350649351,4.38311688311688
"190",18580,204,18580,"Corpus Christi, TX","Corpus Christi, TX Metro Area","M1",1,"G3110",4620109987,1599382636,27.8989315,-97.4012355,48,64,3,"770",1024,6.25,4.6875,0.29296875
"191",19100,206,19100,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area","M1",1,"G3110",24035191870,922063119,32.8225581,-97.0251332,849,3199,182,"770",12851,24.8930044354525,6.60648976733328,1.41623219982881
"192",29940,312,29940,"Lawrence, KS","Lawrence, KS Metro Area","M1",1,"G3110",1180720703,48581683,38.8964154,-95.2909464,91,47,5,"7870",861,5.45876887340302,10.5691056910569,0.580720092915215
"193",28140,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area","M1",1,"G3110",18792678289,304085198,38.9318494,-94.4438241,529,605,30,"770",7061,8.56819147429542,7.49185667752443,0.424868998725393
"194",27900,309,27900,"Joplin, MO","Joplin, MO Metro Area","M1",1,"G3110",3271758238,11950922,37.0555457,-94.3397364,23,41,0,"7860",632,6.4873417721519,3.63924050632911,0
"195",13140,NA,13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area","M1",1,"G3110",7858904931,764353319,30.3478326,-94.1203707,50,54,0,"770",719,7.51043115438109,6.95410292072323,0
"196",29340,NA,29340,"Lake Charles, LA","Lake Charles, LA Metro Area","M1",1,"G3110",6082764224,1767344271,29.9787547,-93.2532434,35,49,0,"770",627,7.81499202551834,5.58213716108453,0
"197",17860,190,17860,"Columbia, MO","Columbia, MO Metro Area","M1",1,"G3110",1775513856,14289182,38.9898614,-92.3102022,41,35,0,"7870",558,6.27240143369176,7.34767025089606,0
"198",29180,318,29180,"Lafayette, LA","Lafayette, LA Metro Area","M1",1,"G3110",8828910403,2348844612,29.9577733,-92.0493498,126,9,0,"490",1233,0.72992700729927,10.2189781021898,0
"199",26980,168,26980,"Iowa City, IA","Iowa City, IA Metro Area","M1",1,"G3110",3063678109,28948927,41.5178058,-91.6479303,62,113,1,"7870",1124,10.0533807829181,5.51601423487545,0.0889679715302491
"200",16300,168,16300,"Cedar Rapids, IA","Cedar Rapids, IA Metro Area","M1",1,"G3110",5202686443,29083693,42.0856026,-91.6304799,52,73,1,"770",1290,5.65891472868217,4.03100775193798,0.0775193798449612
"201",29100,NA,29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area","M1",1,"G3110",2599849332,116616524,43.7832461,-91.318743,47,25,0,"7860",608,4.11184210526316,7.73026315789474,0
"202",12940,NA,12940,"Baton Rouge, LA","Baton Rouge, LA Metro Area","M1",1,"G3110",10429567733,456494780,30.5708895,-91.134533,92,24,0,"770",1511,1.58835208471211,6.08868299139643,0
"203",19340,209,19340,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area","M1",1,"G3110",5878613363,114201813,41.3916799,-90.460076,81,36,0,"7860",1229,2.92921074043938,6.59072416598861,0
"204",27140,298,27140,"Jackson, MS","Jackson, MS Metro Area","M1",1,"G3110",12040471900,208508037,32.3160014,-90.2208402,153,86,5,"770",1837,4.68154599891127,8.32879695155144,0.272182906913446
"205",27500,357,27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area","M1",1,"G3110",1859887390,20681629,42.6698802,-89.0752844,31,12,0,"3570",581,2.06540447504303,5.33562822719449,0
"206",19500,NA,19500,"Decatur, IL","Decatur, IL Metro Area","M1",1,"G3110",1503973502,13409564,39.8602372,-88.9615288,42,6,0,"770",506,1.18577075098814,8.300395256917,0
"207",16580,NA,16580,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area","M1",1,"G3110",4975458579,7928464,40.2344885,-88.2986226,45,39,2,"7870",730,5.34246575342466,6.16438356164384,0.273972602739726
"208",28100,176,28100,"Kankakee, IL","Kankakee, IL Metro Area","M1",1,"G3110",1752310524,12413735,41.1395105,-87.8611165,34,43,0,"7860",640,6.71875,5.3125,0
"209",16980,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","M1",1,"G3110",18640180253,6168195319,41.8235214,-87.8282967,1364,4725,315,"770",20922,22.5838829939776,6.51945320715037,1.50559219959851
"210",19460,290,19460,"Decatur, AL","Decatur, AL Metro Area","M1",1,"G3110",3289381161,119693420,34.4893614,-87.0971469,41,23,0,"7860",484,4.75206611570248,8.47107438016529,0
"211",13820,142,13820,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area","M1",1,"G3110",13675107149,232538326,33.4623718,-86.8143378,140,93,2,"770",3108,2.99227799227799,4.5045045045045,0.0643500643500644
"212",26620,290,26620,"Huntsville, AL","Huntsville, AL Metro Area","M1",1,"G3110",3526349956,151144361,34.7832617,-86.7348706,75,95,4,"3390",968,9.81404958677686,7.74793388429752,0.413223140495868
"213",14020,144,14020,"Bloomington, IN","Bloomington, IN Metro Area","M1",1,"G3110",2019733549,50045972,39.2417362,-86.6717544,49,17,0,"7870",670,2.53731343283582,7.3134328358209,0
"214",14540,150,14540,"Bowling Green, KY","Bowling Green, KY Metro Area","M1",1,"G3110",4182605024,62139750,37.0468214,-86.3970677,7,32,0,"8190",300,10.6666666666667,2.33333333333333,0
"215",26900,294,26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area","M1",1,"G3110",11153808785,88567120,39.7449323,-86.2045408,254,275,21,"770",3957,6.94970937578974,6.41900429618398,0.530705079605762
"216",28020,310,28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area","M1",1,"G3110",3030253787,1295530358,42.2688708,-86.0373725,28,38,0,"7860",890,4.26966292134831,3.14606741573034,0
"217",16860,174,16860,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area","M1",1,"G3110",5410466556,126498051,35.0493612,-85.3611582,105,75,7,"770",1308,5.73394495412844,8.02752293577982,0.535168195718654
"218",17980,194,17980,"Columbus, GA-AL","Columbus, GA-AL Metro Area","M1",1,"G3110",5014777653,61081469,32.4368358,-84.9008787,33,37,1,"770",657,5.63165905631659,5.02283105022831,0.15220700152207
"219",29620,330,29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area","M1",1,"G3110",4397041601,44017378,42.7136586,-84.6053717,33,81,0,"7870",1028,7.87937743190661,3.21011673151751,0
"220",17140,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area","M1",1,"G3110",10788684057,192334753,39.0694579,-84.4271533,310,305,13,"8680",5224,5.83843797856049,5.93415007656968,0.24885145482389
"221",27100,NA,27100,"Jackson, MI","Jackson, MI Metro Area","M1",1,"G3110",1817308302,56538564,42.2484738,-84.4208679,48,9,0,"3570",538,1.6728624535316,8.92193308550186,0
"222",12060,122,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area","M1",1,"G3110",22485809510,398427699,33.693728,-84.3999113,965,2157,194,"770",11965,18.0275804429586,8.06519013790222,1.62139573756791
"223",19380,212,19380,"Dayton, OH","Dayton, OH Metro Area","M1",1,"G3110",3320017376,21705383,39.8288538,-84.1418129,95,74,0,"770",1913,3.86826973340303,4.96602195504443,0
"224",28940,314,28940,"Knoxville, TN","Knoxville, TN Metro Area","M1",1,"G3110",9066318482,386471845,36.0444622,-84.1361137,93,31,0,"770",1141,2.71691498685364,8.15074496056091,0
"225",12020,122,12020,"Athens-Clarke County, GA","Athens-Clarke County, GA Metro Area","M1",1,"G3110",2654353088,26370977,33.943984,-83.2138965,7,31,0,"7860",277,11.1913357400722,2.52707581227437,0
"226",18140,198,18140,"Columbus, OH","Columbus, OH Metro Area","M1",1,"G3110",12423532141,138606167,39.9685617,-82.8359105,234,283,16,"8680",3829,7.3909636980935,6.11125620266388,0.417863671977018
"227",28700,304,28700,"Kingsport-Bristol-Bristol, TN-VA","Kingsport-Bristol-Bristol, TN-VA Metro Area","M1",1,"G3110",5205840458,96136681,36.6041611,-82.4401446,14,7,2,"770",345,2.02898550724638,4.05797101449275,0.579710144927536
"228",26580,170,26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area","M1",1,"G3110",6546101845,91680146,38.3736912,-82.3851927,49,16,8,"8190",941,1.70031880977683,5.20722635494155,0.850159404888417
"229",27740,304,27740,"Johnson City, TN","Johnson City, TN Metro Area","M1",1,"G3110",2211413861,26142889,36.2506085,-82.3310257,18,11,0,"8190",451,2.4390243902439,3.99113082039911,0
"230",27260,300,27260,"Jacksonville, FL","Jacksonville, FL Metro Area","M1",1,"G3110",8293138571,1285729956,30.2371049,-81.7552353,227,272,32,"770",2885,9.42807625649913,7.8682842287695,1.10918544194107
"231",29460,NA,29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area","M1",1,"G3110",4653250695,553800050,27.9531147,-81.6927831,70,121,19,"7860",1074,11.2662942271881,6.51769087523278,1.76908752327747
"232",17460,184,17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area","M1",1,"G3110",5174470870,5132075101,41.760392,-81.7242168,235,311,22,"770",4617,6.73597574182369,5.08988520684427,0.47649989170457
"233",16620,170,16620,"Charleston, WV","Charleston, WV Metro Area","M1",1,"G3110",4520564666,32465412,38.2832126,-81.4925567,55,31,0,"8190",2234,1.3876454789615,2.46195165622202,0
"234",16740,172,16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area","M1",1,"G3110",13122824461,290855932,35.187295,-80.8674907,254,613,41,"770",3916,15.6537282941777,6.48621041879469,1.04698672114402
"235",16700,NA,16700,"Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area","M1",1,"G3110",6703756813,1488520869,33.0058308,-80.006109,134,54,4,"770",1907,2.83167278447824,7.02674357629785,0.209753539590981
"236",15380,160,15380,"Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","M1",1,"G3110",4053461568,2075804933,43.0443711,-78.7773351,120,117,4,"770",2425,4.82474226804124,4.94845360824742,0.164948453608247
"237",27780,306,27780,"Johnstown, PA","Johnstown, PA Metro Area","M1",1,"G3110",1782823041,13677375,40.5103124,-78.7104629,29,0,0,"770",373,0,7.77479892761394,0
"238",27340,NA,27340,"Jacksonville, NC","Jacksonville, NC Metro Area","M1",1,"G3110",1975580950,370722552,34.7631087,-77.4994691,18,21,0,"770",593,3.54131534569983,3.035413153457,0
"239",12580,548,12580,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area","M1",1,"G3110",6737902107,1304071479,39.304361,-76.5495009,675,1294,101,"770",10793,11.989252293153,6.25405355322894,0.935791716853516
"240",29540,NA,29540,"Lancaster, PA","Lancaster, PA Metro Area","M1",1,"G3110",2444495031,103535036,40.0419921,-76.250198,91,26,0,"770",1143,2.27471566054243,7.96150481189851,0
"241",12100,428,12100,"Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ Metro Area","M1",1,"G3110",1439256827,300767732,39.469354,-74.6337584,61,168,19,"8590",707,23.7623762376238,8.62800565770863,2.68741159830269
"242",14460,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area","M1",1,"G3110",9032882339,2654345192,42.517606,-71.0219925,1203,2393,193,"7860",16672,14.3534069097889,7.21569097888676,1.15762955854127
"243",11020,NA,11020,"Altoona, PA","Altoona, PA Metro Area","M1",1,"G3110",1361815246,3285511,40.4979217,-78.3106362,14,14,6,"8680",446,3.1390134529148,3.1390134529148,1.34529147982063
